779361,11/14/2006,11/22/2006,11/14/2006,11/21/2006,11/18/2006,1,1,1
47249,11/21/2006,11/21/2006,11/21/2006,11/30/2006,11/25/2006,1,1,1
120382,11/28/2006,06-04-12,11/28/2006,06-07-12,11/29/2006,1,1,1
465662,06-05-12,12/13/2006,06-05-12,12/15/2006,06-05-12,1,1,1
759957,06-12-12,12/14/2006,06-12-12,12/26/2006,12/20/2006,1,1,1
986031,12/19/2006,12/28/2006,12/19/2006,07-01-10,12/26/2006,1,1,1
167210,12/26/2006,07-02-10,12/26/2006,07-01-10,12/31/2006,1,1,1
33505,07-02-10,07-04-10,07-02-10,10/16/2007,07-08-10,1,1,1
600390,07-09-10,07-09-10,07-09-10,10/15/2007,07-11-10,1,1,1
138516,10/16/2007,10/20/2007,10/16/2007,10/28/2007,10/25/2007,1,1,1
833916,10/23/2007,10/23/2007,10/23/2007,07-03-11,10/29/2007,1,1,1
36883,10/30/2007,10/30/2007,10/30/2007,07-08-11,10/31/2007,1,1,1
14343,07-06-11,11/15/2007,07-06-11,11/20/2007,07-10-11,1,1,1
633184,11/13/2007,11/23/2007,11/13/2007,11/26/2007,11/13/2007,1,1,1
176467,11/20/2007,11/20/2007,11/20/2007,07-03-12,11/21/2007,1,1,1
233670,11/27/2007,11/27/2007,11/27/2007,07-11-12,07-02-12,1,1,1
200852,07-04-12,07-04-12,07-04-12,12/15/2007,07-04-12,1,1,1
704957,07-11-12,12/17/2007,07-11-12,12/22/2007,12/14/2007,1,1,1
243998,12/18/2007,12/19/2007,12/18/2007,12/27/2007,12/20/2007,1,1,1
922430,06-10-10,06-10-10,06-10-10,10/15/2006,10/14/2006,1,1,1
460832,10/17/2006,10/17/2006,10/17/2006,10/26/2006,10/17/2006,1,1,1
781931,10/24/2006,10/24/2006,10/24/2006,06-06-11,06-01-11,1,1,1
544629,10/31/2006,10/31/2006,10/31/2006,06-09-11,10/31/2006,1,1,1
833190,06-07-11,06-07-11,06-07-11,06-12-11,11/16/2006,0,1,1
895498,11/14/2006,11/21/2006,11/14/2006,11/25/2006,11/16/2006,1,1,1
185102,11/21/2006,11/21/2006,11/21/2006,11/28/2006,11/30/2006,0,1,1
402088,11/28/2006,11/30/2006,11/28/2006,06-09-12,11/28/2006,1,1,1
56973,06-05-12,06-05-12,06-05-12,06-11-12,12/13/2006,0,1,1
156965,06-12-12,06-12-12,06-12-12,12/24/2006,12/14/2006,1,1,1
700886,12/19/2006,12/19/2006,12/19/2006,07-02-10,12/24/2006,1,1,1
470777,12/26/2006,07-04-10,12/26/2006,07-06-10,12/28/2006,1,1,1
15470,07-02-10,07-02-10,07-02-10,07-10-10,07-08-10,1,1,1
62190,07-09-10,07-10-10,07-09-10,10/17/2007,10/13/2007,1,1,1
882324,10/16/2007,10/20/2007,10/16/2007,10/21/2007,10/18/2007,1,1,1
329861,10/23/2007,10/27/2007,10/23/2007,10/30/2007,10/30/2007,1,1,1
506350,10/30/2007,07-06-11,10/30/2007,07-11-11,07-04-11,1,1,1
862696,07-06-11,07-09-11,07-06-11,11/19/2007,11/13/2007,1,1,1
291243,11/13/2007,11/13/2007,11/13/2007,11/27/2007,11/18/2007,1,1,1
594633,11/20/2007,11/29/2007,11/20/2007,11/29/2007,11/22/2007,1,1,1
31384,11/27/2007,07-07-12,11/27/2007,07-05-12,07-01-12,1,1,1
260207,07-04-12,07-04-12,07-04-12,12/15/2007,12/13/2007,1,1,1
451388,07-11-12,07-11-12,07-11-12,12/24/2007,12/17/2007,1,1,1
57149,12/18/2007,12/20/2007,12/18/2007,12/30/2007,12/21/2007,1,1,1
601616,06-10-10,06-10-10,06-10-10,10/23/2006,10/13/2006,1,0,1
522791,10/17/2006,10/24/2006,10/17/2006,10/26/2006,10/26/2006,1,1,1
713517,10/24/2006,10/24/2006,10/24/2006,10/31/2006,10/29/2006,1,1,1
774439,10/31/2006,10/31/2006,10/31/2006,06-06-11,06-02-11,1,1,1
64203,06-07-11,06-12-11,06-07-11,11/13/2006,06-11-11,1,1,1
83716,11/14/2006,11/14/2006,11/14/2006,11/23/2006,11/20/2006,1,1,0
173946,11/21/2006,06-01-12,11/21/2006,11/30/2006,11/21/2006,1,1,1
808266,11/28/2006,11/28/2006,11/28/2006,06-09-12,11/28/2006,1,1,1
745696,06-05-12,06-05-12,06-05-12,06-10-12,06-07-12,1,1,1
917853,06-12-12,06-12-12,06-12-12,12/25/2006,12/13/2006,1,1,1
415568,12/19/2006,12/19/2006,12/19/2006,12/26/2006,12/27/2006,0,1,1
524149,12/26/2006,12/26/2006,12/26/2006,12/31/2006,07-02-10,0,1,1
819740,07-02-10,07-08-10,07-02-10,10/15/2007,07-07-10,1,1,1
711299,07-09-10,07-12-10,07-09-10,10/22/2007,10/15/2007,1,1,1
9001,10/16/2007,10/16/2007,10/16/2007,10/23/2007,10/23/2007,1,1,1
573517,10/23/2007,10/23/2007,10/23/2007,10/29/2007,10/30/2007,0,1,1
492208,10/30/2007,10/30/2007,10/30/2007,07-07-11,07-02-11,1,1,1
615970,07-06-11,11/16/2007,07-06-11,11/19/2007,07-06-11,1,1,1
439901,11/13/2007,11/23/2007,11/13/2007,11/24/2007,11/16/2007,1,1,1
925181,11/20/2007,11/20/2007,11/20/2007,11/28/2007,11/26/2007,1,1,1
829321,11/27/2007,11/27/2007,11/27/2007,07-05-12,11/30/2007,1,1,1
765228,07-04-12,07-11-12,07-04-12,12/18/2007,12/13/2007,1,1,1
562089,07-11-12,12/15/2007,07-11-12,12/25/2007,12/16/2007,1,1,1
505960,12/18/2007,12/26/2007,12/18/2007,12/24/2007,12/26/2007,0,1,0
39505,06-10-10,06-10-10,06-10-10,10/15/2006,06-10-10,1,1,1
300674,10/17/2006,10/17/2006,10/17/2006,10/28/2006,10/17/2006,1,1,1
91304,10/24/2006,10/24/2006,10/24/2006,06-06-11,10/29/2006,1,1,1
782887,10/31/2006,06-07-11,10/31/2006,06-08-11,06-02-11,1,1,1
81928,06-07-11,06-07-11,06-07-11,11/18/2006,11/13/2006,1,1,1
605182,11/14/2006,11/14/2006,11/14/2006,11/23/2006,11/16/2006,1,1,1
445924,11/21/2006,11/23/2006,11/21/2006,11/28/2006,11/30/2006,0,1,1
786669,11/28/2006,06-07-12,11/28/2006,06-03-12,11/30/2006,1,1,1
563946,06-05-12,06-05-12,06-05-12,12/15/2006,06-06-12,1,1,1
652674,06-12-12,06-12-12,06-12-12,12/21/2006,12/17/2006,1,0,1
714413,12/19/2006,12/28/2006,12/19/2006,12/25/2006,12/25/2006,1,1,1
636005,12/26/2006,12/26/2006,12/26/2006,07-03-10,12/27/2006,1,1,1
700951,07-02-10,07-02-10,07-02-10,07-12-10,07-10-10,1,1,1
300878,07-09-10,10/16/2007,07-09-10,10/14/2007,10/18/2007,0,1,1
61869,10/16/2007,10/16/2007,10/16/2007,10/28/2007,10/18/2007,1,1,1
870751,10/23/2007,10/23/2007,10/23/2007,07-02-11,10/27/2007,1,1,1
17907,10/30/2007,07-04-11,10/30/2007,07-12-11,07-07-11,1,1,1
791310,07-06-11,07-12-11,07-06-11,11/14/2007,11/15/2007,0,1,1
564526,11/13/2007,11/13/2007,11/13/2007,11/27/2007,11/20/2007,1,1,1
109865,11/20/2007,11/20/2007,11/20/2007,11/27/2007,11/25/2007,1,1,1
364972,11/27/2007,11/28/2007,11/27/2007,07-09-12,11/29/2007,1,1,1
702400,07-04-12,07-08-12,07-04-12,07-12-12,07-12-12,1,1,1
350375,07-11-12,12/17/2007,07-11-12,12/22/2007,07-11-12,1,1,1
629531,12/18/2007,12/18/2007,12/18/2007,12/29/2007,12/19/2007,1,1,1
152618,06-10-10,06-10-10,06-10-10,10/20/2006,10/14/2006,1,1,1
989789,10/17/2006,10/26/2006,10/17/2006,10/31/2006,10/18/2006,1,1,1
191285,10/24/2006,10/24/2006,10/24/2006,10/30/2006,10/30/2006,1,1,1
19792,10/31/2006,06-10-11,10/31/2006,06-06-11,06-06-11,1,1,1
253596,06-07-11,06-07-11,06-07-11,11/14/2006,06-12-11,1,1,1
136150,11/14/2006,11/20/2006,11/14/2006,11/22/2006,11/16/2006,1,1,1
120138,11/21/2006,11/25/2006,11/21/2006,06-02-12,11/22/2006,1,1,1
294466,11/28/2006,06-01-12,11/28/2006,06-03-12,11/29/2006,1,1,1
813257,06-05-12,06-05-12,06-05-12,12/13/2006,06-07-12,1,1,1
416471,06-12-12,12/17/2006,06-12-12,12/21/2006,12/13/2006,1,1,1
632705,12/19/2006,12/29/2006,12/19/2006,07-02-10,12/27/2006,1,1,0
314337,12/26/2006,12/26/2006,12/26/2006,07-07-10,12/26/2006,1,1,1
288938,07-02-10,07-02-10,07-02-10,10/14/2007,07-08-10,1,1,1
572025,07-09-10,07-09-10,07-09-10,10/18/2007,07-09-10,1,1,1
415325,10/16/2007,10/16/2007,10/16/2007,10/28/2007,10/25/2007,1,1,1
539915,10/23/2007,10/23/2007,10/23/2007,07-02-11,10/26/2007,1,1,1
990513,10/30/2007,10/30/2007,10/30/2007,07-05-11,07-02-11,1,1,1
848966,07-06-11,07-08-11,07-06-11,11/13/2007,07-09-11,1,1,1
452192,11/13/2007,11/16/2007,11/13/2007,11/18/2007,11/19/2007,0,1,1
100657,11/20/2007,11/18/2007,11/20/2007,07-02-12,11/28/2007,1,1,1
533523,11/27/2007,11/27/2007,11/27/2007,07-05-12,11/28/2007,1,1,1
638958,07-04-12,07-04-12,07-04-12,12/16/2007,07-04-12,1,1,1
103473,07-11-12,12/21/2007,07-11-12,12/16/2007,12/19/2007,0,1,1
560588,12/18/2007,12/24/2007,12/18/2007,12/30/2007,12/19/2007,1,1,1
753256,06-10-10,10/17/2006,06-10-10,10/19/2006,10/13/2006,1,1,1
477090,10/17/2006,10/22/2006,10/17/2006,10/29/2006,10/24/2006,1,1,1
293376,10/24/2006,10/24/2006,10/24/2006,06-04-11,10/28/2006,1,1,1
351610,10/31/2006,06-10-11,10/31/2006,06-07-11,06-03-11,1,1,1
478631,06-07-11,11/14/2006,06-07-11,06-12-11,06-09-11,1,1,1
20279,11/14/2006,11/14/2006,11/14/2006,11/23/2006,11/19/2006,1,1,1
252938,11/21/2006,11/25/2006,11/21/2006,11/28/2006,11/28/2006,1,1,1
776835,11/28/2006,11/28/2006,11/28/2006,06-06-12,06-05-12,1,1,1
139862,06-05-12,06-05-12,06-05-12,12/19/2006,12/14/2006,1,1,1
492472,06-12-12,06-12-12,06-12-12,12/26/2006,12/15/2006,1,1,1
231393,12/19/2006,12/19/2006,12/19/2006,12/30/2006,12/28/2006,1,1,1
680777,12/26/2006,12/26/2006,12/26/2006,07-01-10,12/28/2006,1,1,1
899364,07-02-10,07-03-10,07-02-10,10/13/2007,07-04-10,1,0,1
644707,07-09-10,07-10-10,07-09-10,10/16/2007,07-12-10,1,1,1
510787,10/16/2007,10/16/2007,10/16/2007,10/22/2007,10/19/2007,1,1,1
861838,10/23/2007,10/29/2007,10/23/2007,10/29/2007,10/25/2007,1,1,1
678340,10/30/2007,10/30/2007,10/30/2007,07-12-11,10/31/2007,1,0,0
14155,07-06-11,07-06-11,07-06-11,11/18/2007,07-11-11,1,1,1
827263,11/13/2007,11/13/2007,11/13/2007,11/27/2007,11/18/2007,1,0,1
318614,11/20/2007,11/30/2007,11/20/2007,11/29/2007,11/23/2007,1,1,1
109907,11/27/2007,11/27/2007,11/27/2007,07-08-12,07-04-12,1,1,1
64744,07-04-12,12/13/2007,07-04-12,07-09-12,07-08-12,1,1,1
949193,07-11-12,12/20/2007,07-11-12,12/19/2007,12/15/2007,1,1,1
515521,12/18/2007,12/26/2007,12/18/2007,12/23/2007,12/19/2007,1,1,1
577784,06-10-10,10/18/2006,06-10-10,10/20/2006,10/16/2006,1,1,1
505301,10/17/2006,10/17/2006,10/17/2006,10/28/2006,10/22/2006,1,0,1
898422,10/24/2006,10/24/2006,10/24/2006,06-07-11,06-01-11,1,1,1
491608,10/31/2006,10/31/2006,10/31/2006,06-11-11,06-01-11,1,1,1
292596,06-07-11,06-12-11,06-07-11,11/13/2006,11/13/2006,1,1,1
62786,11/14/2006,11/14/2006,11/14/2006,11/27/2006,11/23/2006,1,1,1
660248,11/21/2006,11/21/2006,11/21/2006,06-04-12,11/26/2006,1,1,1
345673,11/28/2006,11/28/2006,11/28/2006,06-12-12,11/29/2006,1,1,1
797130,06-05-12,06-06-12,06-05-12,12/14/2006,06-12-12,1,1,1
455449,06-12-12,06-12-12,06-12-12,12/23/2006,12/19/2006,1,1,1
756626,12/19/2006,12/19/2006,12/19/2006,12/26/2006,12/20/2006,1,1,1
316440,12/26/2006,12/28/2006,12/26/2006,12/31/2006,07-01-10,0,1,1
668596,07-02-10,07-02-10,07-02-10,10/14/2007,07-03-10,1,1,1
361819,07-09-10,07-09-10,07-09-10,10/15/2007,10/15/2007,1,1,1
171505,10/16/2007,10/16/2007,10/16/2007,10/26/2007,10/24/2007,1,1,1
643473,10/23/2007,10/25/2007,10/23/2007,07-02-11,10/29/2007,1,1,1
864086,10/30/2007,07-07-11,10/30/2007,07-11-11,07-03-11,1,1,1
133274,07-06-11,07-06-11,07-06-11,11/13/2007,07-12-11,1,1,1
432778,11/13/2007,11/23/2007,11/13/2007,11/21/2007,11/15/2007,1,1,1
