20000212,00-02-12,2000/02/12,7,Saturday,12,Weekend,7,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000213,00-02-13,2000/02/13,1,Sunday,13,Weekday,8,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000214,00-02-14,2000/02/14,2,Monday,14,Weekday,8,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000215,00-02-15,2000/02/15,3,Tuesday,15,Weekday,8,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000216,00-02-16,2000/02/16,4,Wednesday,16,Weekday,8,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000217,00-02-17,2000/02/17,5,Thursday,17,Weekday,8,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000218,00-02-18,2000/02/18,6,Friday,18,Weekend,8,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000219,00-02-19,2000/02/19,7,Saturday,19,Weekend,8,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000220,00-02-20,2000/02/20,1,Sunday,20,Weekday,9,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000221,00-02-21,2000/02/21,2,Monday,21,Weekday,9,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000222,00-02-22,2000/02/22,3,Tuesday,22,Weekday,9,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000223,00-02-23,2000/02/23,4,Wednesday,23,Weekday,9,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000224,00-02-24,2000/02/24,5,Thursday,24,Weekday,9,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000225,00-02-25,2000/02/25,6,Friday,25,Weekend,9,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000226,00-02-26,2000/02/26,7,Saturday,26,Weekend,9,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000227,00-02-27,2000/02/27,1,Sunday,27,Weekday,10,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000228,00-02-28,2000/02/28,2,Monday,28,Weekday,10,February,2,N,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000229,00-02-29,2000/02/29,3,Tuesday,29,Weekday,10,February,2,Y,1,2000,2000-02,2000Q1,8,3,2000,FY2000-08,FY2000Q3
20000301,00-03-01,2000/03/01,4,Wednesday,1,Weekday,10,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000302,00-03-02,2000/03/02,5,Thursday,2,Weekday,10,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000303,00-03-03,2000/03/03,6,Friday,3,Weekend,10,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000304,00-03-04,2000/03/04,7,Saturday,4,Weekend,10,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000305,00-03-05,2000/03/05,1,Sunday,5,Weekday,11,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000306,00-03-06,2000/03/06,2,Monday,6,Weekday,11,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000307,00-03-07,2000/03/07,3,Tuesday,7,Weekday,11,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000308,00-03-08,2000/03/08,4,Wednesday,8,Weekday,11,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000309,00-03-09,2000/03/09,5,Thursday,9,Weekday,11,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000310,00-03-10,2000/03/10,6,Friday,10,Weekend,11,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000311,00-03-11,2000/03/11,7,Saturday,11,Weekend,11,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000312,00-03-12,2000/03/12,1,Sunday,12,Weekday,12,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000313,00-03-13,2000/03/13,2,Monday,13,Weekday,12,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000314,00-03-14,2000/03/14,3,Tuesday,14,Weekday,12,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000315,00-03-15,2000/03/15,4,Wednesday,15,Weekday,12,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000316,00-03-16,2000/03/16,5,Thursday,16,Weekday,12,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000317,00-03-17,2000/03/17,6,Friday,17,Weekend,12,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000318,00-03-18,2000/03/18,7,Saturday,18,Weekend,12,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000319,00-03-19,2000/03/19,1,Sunday,19,Weekday,13,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000320,00-03-20,2000/03/20,2,Monday,20,Weekday,13,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000321,00-03-21,2000/03/21,3,Tuesday,21,Weekday,13,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000322,00-03-22,2000/03/22,4,Wednesday,22,Weekday,13,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000323,00-03-23,2000/03/23,5,Thursday,23,Weekday,13,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000324,00-03-24,2000/03/24,6,Friday,24,Weekend,13,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000325,00-03-25,2000/03/25,7,Saturday,25,Weekend,13,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000326,00-03-26,2000/03/26,1,Sunday,26,Weekday,14,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000327,00-03-27,2000/03/27,2,Monday,27,Weekday,14,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000328,00-03-28,2000/03/28,3,Tuesday,28,Weekday,14,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000329,00-03-29,2000/03/29,4,Wednesday,29,Weekday,14,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000330,00-03-30,2000/03/30,5,Thursday,30,Weekday,14,March,3,N,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000331,00-03-31,2000/03/31,6,Friday,31,Weekend,14,March,3,Y,1,2000,2000-03,2000Q1,9,3,2000,FY2000-09,FY2000Q3
20000401,00-04-01,2000/04/01,7,Saturday,1,Weekend,14,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000402,00-04-02,2000/04/02,1,Sunday,2,Weekday,15,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000403,00-04-03,2000/04/03,2,Monday,3,Weekday,15,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000404,00-04-04,2000/04/04,3,Tuesday,4,Weekday,15,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000405,00-04-05,2000/04/05,4,Wednesday,5,Weekday,15,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000406,00-04-06,2000/04/06,5,Thursday,6,Weekday,15,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000407,00-04-07,2000/04/07,6,Friday,7,Weekend,15,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000408,00-04-08,2000/04/08,7,Saturday,8,Weekend,15,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000409,00-04-09,2000/04/09,1,Sunday,9,Weekday,16,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000410,00-04-10,2000/04/10,2,Monday,10,Weekday,16,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000411,00-04-11,2000/04/11,3,Tuesday,11,Weekday,16,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000412,00-04-12,2000/04/12,4,Wednesday,12,Weekday,16,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000413,00-04-13,2000/04/13,5,Thursday,13,Weekday,16,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000414,00-04-14,2000/04/14,6,Friday,14,Weekend,16,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000415,00-04-15,2000/04/15,7,Saturday,15,Weekend,16,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000416,00-04-16,2000/04/16,1,Sunday,16,Weekday,17,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000417,00-04-17,2000/04/17,2,Monday,17,Weekday,17,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000418,00-04-18,2000/04/18,3,Tuesday,18,Weekday,17,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000419,00-04-19,2000/04/19,4,Wednesday,19,Weekday,17,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000420,00-04-20,2000/04/20,5,Thursday,20,Weekday,17,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000421,00-04-21,2000/04/21,6,Friday,21,Weekend,17,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000422,00-04-22,2000/04/22,7,Saturday,22,Weekend,17,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000423,00-04-23,2000/04/23,1,Sunday,23,Weekday,18,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000424,00-04-24,2000/04/24,2,Monday,24,Weekday,18,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000425,00-04-25,2000/04/25,3,Tuesday,25,Weekday,18,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000426,00-04-26,2000/04/26,4,Wednesday,26,Weekday,18,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000427,00-04-27,2000/04/27,5,Thursday,27,Weekday,18,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000428,00-04-28,2000/04/28,6,Friday,28,Weekend,18,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000429,00-04-29,2000/04/29,7,Saturday,29,Weekend,18,April,4,N,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000430,00-04-30,2000/04/30,1,Sunday,30,Weekday,19,April,4,Y,2,2000,2000-04,2000Q2,10,4,2000,FY2000-10,FY2000Q4
20000501,00-05-01,2000/05/01,2,Monday,1,Weekday,19,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000502,00-05-02,2000/05/02,3,Tuesday,2,Weekday,19,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000503,00-05-03,2000/05/03,4,Wednesday,3,Weekday,19,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000504,00-05-04,2000/05/04,5,Thursday,4,Weekday,19,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000505,00-05-05,2000/05/05,6,Friday,5,Weekend,19,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000506,00-05-06,2000/05/06,7,Saturday,6,Weekend,19,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000507,00-05-07,2000/05/07,1,Sunday,7,Weekday,20,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000508,00-05-08,2000/05/08,2,Monday,8,Weekday,20,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000509,00-05-09,2000/05/09,3,Tuesday,9,Weekday,20,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000510,00-05-10,2000/05/10,4,Wednesday,10,Weekday,20,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000511,00-05-11,2000/05/11,5,Thursday,11,Weekday,20,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000512,00-05-12,2000/05/12,6,Friday,12,Weekend,20,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000513,00-05-13,2000/05/13,7,Saturday,13,Weekend,20,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000514,00-05-14,2000/05/14,1,Sunday,14,Weekday,21,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000515,00-05-15,2000/05/15,2,Monday,15,Weekday,21,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000516,00-05-16,2000/05/16,3,Tuesday,16,Weekday,21,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000517,00-05-17,2000/05/17,4,Wednesday,17,Weekday,21,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000518,00-05-18,2000/05/18,5,Thursday,18,Weekday,21,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000519,00-05-19,2000/05/19,6,Friday,19,Weekend,21,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000520,00-05-20,2000/05/20,7,Saturday,20,Weekend,21,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000521,00-05-21,2000/05/21,1,Sunday,21,Weekday,22,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000522,00-05-22,2000/05/22,2,Monday,22,Weekday,22,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000523,00-05-23,2000/05/23,3,Tuesday,23,Weekday,22,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000524,00-05-24,2000/05/24,4,Wednesday,24,Weekday,22,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000525,00-05-25,2000/05/25,5,Thursday,25,Weekday,22,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000526,00-05-26,2000/05/26,6,Friday,26,Weekend,22,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000527,00-05-27,2000/05/27,7,Saturday,27,Weekend,22,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000528,00-05-28,2000/05/28,1,Sunday,28,Weekday,23,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000529,00-05-29,2000/05/29,2,Monday,29,Weekday,23,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000530,00-05-30,2000/05/30,3,Tuesday,30,Weekday,23,May,5,N,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000531,00-05-31,2000/05/31,4,Wednesday,31,Weekday,23,May,5,Y,2,2000,2000-05,2000Q2,11,4,2000,FY2000-11,FY2000Q4
20000601,00-06-01,2000/06/01,5,Thursday,1,Weekday,23,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000602,00-06-02,2000/06/02,6,Friday,2,Weekend,23,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000603,00-06-03,2000/06/03,7,Saturday,3,Weekend,23,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000604,00-06-04,2000/06/04,1,Sunday,4,Weekday,24,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000605,00-06-05,2000/06/05,2,Monday,5,Weekday,24,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000606,00-06-06,2000/06/06,3,Tuesday,6,Weekday,24,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000607,00-06-07,2000/06/07,4,Wednesday,7,Weekday,24,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000608,00-06-08,2000/06/08,5,Thursday,8,Weekday,24,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000609,00-06-09,2000/06/09,6,Friday,9,Weekend,24,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000610,00-06-10,2000/06/10,7,Saturday,10,Weekend,24,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000611,00-06-11,2000/06/11,1,Sunday,11,Weekday,25,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000612,00-06-12,2000/06/12,2,Monday,12,Weekday,25,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000613,00-06-13,2000/06/13,3,Tuesday,13,Weekday,25,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000614,00-06-14,2000/06/14,4,Wednesday,14,Weekday,25,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000615,00-06-15,2000/06/15,5,Thursday,15,Weekday,25,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000616,00-06-16,2000/06/16,6,Friday,16,Weekend,25,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000617,00-06-17,2000/06/17,7,Saturday,17,Weekend,25,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000618,00-06-18,2000/06/18,1,Sunday,18,Weekday,26,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000619,00-06-19,2000/06/19,2,Monday,19,Weekday,26,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000620,00-06-20,2000/06/20,3,Tuesday,20,Weekday,26,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000621,00-06-21,2000/06/21,4,Wednesday,21,Weekday,26,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000622,00-06-22,2000/06/22,5,Thursday,22,Weekday,26,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000623,00-06-23,2000/06/23,6,Friday,23,Weekend,26,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000624,00-06-24,2000/06/24,7,Saturday,24,Weekend,26,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000625,00-06-25,2000/06/25,1,Sunday,25,Weekday,27,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000626,00-06-26,2000/06/26,2,Monday,26,Weekday,27,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000627,00-06-27,2000/06/27,3,Tuesday,27,Weekday,27,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000628,00-06-28,2000/06/28,4,Wednesday,28,Weekday,27,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
20000629,00-06-29,2000/06/29,5,Thursday,29,Weekday,27,June,6,N,2,2000,2000-06,2000Q2,12,4,2000,FY2000-12,FY2000Q4
